branch,cgpa,tenth_percentage,twelfth_percentage,programming_skill,communication_skill,problem_solving,teamwork,leadership,internships,projects,certifications,hackathons,backlogs,resume_score,aptitude_score,coding_score,communication_test,placement_score,placed
CSE,5.53,59.7,85.1,5.1,4.1,8.2,7.8,1.7,2,3,1,1,2,62.7,63.0,69.4,44.8,31.5,0
AIML,4.31,84.3,95.4,2.6,3.0,7.3,7.9,8.9,0,2,2,2,0,39.2,42.4,31.9,47.6,10.6,0
MECH,7.63,79.8,70.2,5.5,4.5,6.3,6.3,5.5,2,2,3,1,0,78.2,44.5,54.7,48.9,59.8,1
CSE,7.1,85.3,82.8,5.0,10.0,6.7,6.1,6.5,1,2,0,2,2,56.0,60.0,49.0,100.0,38.8,0
CSE,6.63,84.7,93.8,5.0,7.8,3.4,8.2,6.8,1,1,2,1,0,50.2,34.7,50.3,78.5,32.9,0
CIVIL,7.47,68.2,79.2,6.8,6.8,6.5,6.1,4.8,2,2,2,1,0,71.9,58.3,54.6,64.0,57.8,1
CSE,7.13,40.0,84.1,7.3,6.2,6.3,7.0,6.0,2,4,1,2,1,72.9,50.4,68.5,68.8,64.2,1
CSE,8.44,76.7,49.2,6.5,6.1,4.5,9.1,8.7,2,2,0,2,2,72.6,27.3,62.7,71.1,44.1,0
MECH,7.29,75.9,95.4,8.0,8.6,5.2,8.8,5.4,0,2,1,1,2,66.6,44.7,69.9,83.3,42.8,0
CIVIL,6.38,80.0,71.1,7.2,5.6,9.1,7.5,7.4,0,1,2,1,0,54.0,69.1,72.4,60.2,44.5,0
CIVIL,8.29,96.2,100.0,5.4,7.5,6.0,6.6,1.5,1,1,1,1,2,61.0,34.8,62.1,74.0,39.0,0
CSE,6.96,77.4,63.9,5.1,5.9,10.0,6.8,7.7,1,0,1,0,0,41.6,80.2,60.2,51.4,34.2,0
IT,7.78,86.3,81.2,6.6,10.0,2.9,8.3,2.5,3,0,2,0,0,73.9,33.3,67.2,90.3,60.2,1
CSE,6.67,82.5,85.7,7.1,7.8,5.2,6.9,7.5,1,2,1,0,0,58.7,50.5,79.1,76.2,41.6,0
ECE,6.49,61.4,42.5,8.8,8.7,3.3,6.2,6.3,1,2,0,2,0,64.3,35.5,80.6,91.7,35.1,0
IT,7.29,62.5,98.1,8.4,5.4,3.9,8.8,5.3,1,2,1,1,1,63.8,33.6,72.8,63.0,37.3,0
CIVIL,7.21,91.8,84.7,4.9,8.4,4.6,7.3,5.3,2,5,4,2,0,86.6,29.6,59.7,77.4,69.6,1
IT,7.73,67.4,55.6,5.8,5.9,6.8,6.1,5.0,0,2,1,1,0,48.8,59.1,42.3,52.8,44.7,0
CIVIL,6.9,82.4,79.8,7.3,6.7,6.7,7.7,3.9,3,3,1,0,0,78.2,54.9,61.3,62.8,66.8,1
MECH,5.18,65.7,79.7,8.1,9.4,4.9,8.5,5.1,1,1,1,0,0,49.3,37.2,80.3,87.7,30.6,0
CSE,6.72,87.0,73.3,7.9,4.6,2.0,5.5,9.9,2,1,1,1,1,69.7,21.1,84.3,41.8,36.3,0
ECE,8.07,81.0,67.3,5.9,6.9,9.0,6.7,8.1,1,3,2,3,1,75.2,75.7,69.8,56.3,50.5,1
ECE,6.87,74.4,74.1,3.5,7.3,5.7,6.6,3.8,2,0,4,2,1,66.0,40.3,40.5,57.6,45.3,0
CSE,6.93,86.0,86.2,4.0,7.4,4.1,7.7,6.0,0,0,2,2,1,48.9,27.3,36.9,59.2,18.2,0
DS,8.29,81.1,85.7,6.5,5.7,6.7,7.9,5.7,2,1,1,2,0,75.9,44.6,69.7,49.8,48.9,0
ECE,6.42,69.3,75.1,6.7,10.0,6.6,6.2,5.2,1,1,1,1,4,48.2,54.8,74.8,100.0,22.5,0
AIML,5.5,78.1,78.0,3.8,4.2,5.6,4.8,3.5,1,2,0,0,0,40.4,52.0,46.8,63.9,23.9,0
CIVIL,7.02,86.0,73.3,6.1,9.1,6.5,8.5,6.4,0,3,0,0,1,62.0,47.1,62.1,100.0,39.7,0
IT,6.67,91.3,62.4,7.3,8.7,4.0,5.3,7.2,2,2,3,1,4,72.4,23.5,73.3,85.0,40.4,0
MECH,6.14,76.5,74.3,3.7,9.9,7.6,7.4,3.8,0,1,2,0,0,49.3,65.2,47.0,92.0,41.2,0
MECH,7.01,99.4,65.5,8.2,3.6,4.3,6.8,9.4,0,4,0,2,0,66.4,47.1,77.9,37.0,37.5,0
EEE,7.74,69.1,62.1,5.2,4.9,5.0,7.2,8.5,0,1,1,0,1,50.4,56.3,58.9,52.5,29.0,0
CSE,7.19,59.3,43.6,8.5,9.2,7.4,9.5,6.6,0,3,1,0,1,66.2,71.6,76.4,100.0,48.8,0
IT,7.54,61.1,69.7,4.9,3.1,8.5,10.0,3.0,1,4,3,2,0,75.5,67.5,56.3,32.1,40.0,0
ECE,9.19,77.9,85.2,3.9,3.6,9.2,4.5,6.3,0,1,1,1,2,62.8,66.5,50.8,37.0,41.6,0
CSE,6.82,78.1,90.9,5.1,5.6,8.2,8.5,6.1,0,1,3,0,0,54.2,70.5,48.7,59.6,24.6,0
CIVIL,7.51,79.5,80.8,5.8,6.8,5.6,6.8,6.5,1,5,2,3,2,72.9,44.1,50.0,67.8,51.0,1
CSE,6.64,70.0,58.2,5.2,9.4,3.3,8.6,8.7,1,2,0,1,0,55.4,24.6,43.9,80.8,35.0,0
AIML,6.27,100.0,73.0,5.6,6.2,8.9,8.4,5.1,1,2,4,1,1,73.8,86.2,69.6,62.3,43.3,0
DS,6.56,96.1,60.0,6.7,5.4,8.8,9.1,9.6,1,2,1,2,0,59.3,81.5,69.6,49.6,50.5,1
AIML,6.67,64.3,99.8,5.7,7.1,4.9,7.4,6.3,1,1,1,0,0,53.2,44.5,56.0,84.7,32.1,0
ECE,7.6,76.8,70.0,5.9,7.3,8.0,5.7,4.9,1,5,3,2,0,80.6,62.8,65.0,75.2,75.9,1
CSE,9.78,78.6,68.6,2.6,7.3,5.6,8.4,10.0,2,0,1,1,0,57.6,44.6,36.2,80.7,47.0,0
AIML,6.41,86.2,87.0,6.8,6.2,9.1,7.2,7.2,0,2,1,0,2,49.2,60.1,75.9,57.5,25.0,0
EEE,6.74,59.7,74.5,5.8,3.0,5.2,6.6,4.6,2,2,3,1,1,75.2,50.1,57.5,30.8,36.9,0
DS,7.13,57.4,88.9,9.2,4.8,10.0,6.3,5.7,0,2,2,2,0,63.9,90.1,92.7,62.2,55.0,1
DS,7.64,63.4,60.4,4.1,9.1,7.7,8.5,6.8,2,2,1,2,0,56.3,55.4,56.0,96.2,44.9,0
AIML,7.49,96.0,76.2,2.4,6.8,9.6,9.4,5.2,1,5,2,2,2,68.6,71.9,34.8,73.5,49.1,0
ECE,8.61,70.1,81.6,7.2,5.9,5.3,5.2,5.8,0,4,3,0,2,78.9,50.4,78.0,66.5,56.2,1
ECE,4.53,87.7,41.0,6.7,8.5,7.0,7.9,3.9,1,2,1,0,0,53.1,53.2,63.5,96.3,38.1,0
AIML,4.57,85.1,66.1,4.0,4.5,4.4,6.4,2.1,2,3,2,1,1,61.7,44.0,38.6,55.7,27.5,0
ECE,6.65,75.8,67.0,2.9,6.1,7.8,4.8,5.7,1,0,4,1,0,67.3,56.2,44.1,65.9,34.7,0
CSE,8.41,87.9,75.7,9.1,6.7,7.9,7.2,5.8,1,2,4,3,0,80.9,60.8,100.0,74.8,69.3,1
MECH,5.48,63.3,71.0,8.8,5.7,10.0,5.8,6.6,0,1,2,1,0,56.3,84.1,77.1,55.1,50.3,1
AIML,4.0,72.3,78.8,1.0,6.7,7.1,4.6,4.3,3,3,0,0,1,51.2,54.3,28.5,65.9,27.1,0
CIVIL,7.83,51.4,72.0,5.1,6.2,7.6,5.8,2.8,2,1,2,0,1,68.9,57.6,59.1,65.4,46.9,0
MECH,7.47,79.2,89.9,9.3,4.0,5.3,5.5,3.6,1,3,1,0,2,70.0,39.2,82.1,43.2,43.6,0
CSE,6.0,68.5,100.0,5.0,6.8,7.2,6.0,7.6,2,2,2,0,0,60.7,63.4,57.4,70.5,45.7,0
MECH,6.12,100.0,55.5,5.0,4.1,5.5,5.0,4.2,1,4,1,1,0,61.3,51.5,42.7,41.1,35.8,0
DS,6.13,78.7,75.3,5.4,6.8,6.4,6.4,4.6,2,2,2,0,0,56.5,55.3,50.8,51.2,41.1,0
CSE,7.32,87.8,89.1,3.8,9.0,6.5,5.9,4.9,1,4,1,2,1,59.2,46.7,46.1,90.8,50.0,1
MECH,6.51,85.8,65.9,2.6,6.0,5.5,7.6,4.3,1,3,4,1,0,64.4,55.2,24.7,62.2,41.4,0
AIML,7.74,77.1,78.6,8.1,4.4,6.3,7.9,4.1,0,5,0,2,1,69.7,52.6,78.5,48.2,49.7,0
IT,4.06,89.9,70.1,2.3,6.3,5.5,7.4,3.8,3,3,0,1,1,54.0,52.3,24.8,77.0,28.0,0
CIVIL,6.26,78.4,62.0,6.5,5.0,5.5,6.6,8.3,2,3,3,1,1,71.7,33.5,59.7,53.8,43.7,0
IT,5.96,83.7,61.8,7.8,7.6,8.2,6.6,6.9,2,2,1,1,0,57.9,75.3,86.2,69.9,59.5,1
ECE,6.92,100.0,42.9,3.1,6.2,6.5,5.7,8.0,1,2,2,3,0,50.6,49.3,29.7,66.0,36.3,0
ECE,6.61,80.3,77.2,4.2,9.6,6.9,5.8,8.4,0,2,4,2,0,67.6,51.3,46.7,92.5,61.5,1
IT,8.08,71.7,78.0,8.4,8.6,3.4,8.1,0.8,1,0,2,1,1,69.7,30.7,77.6,92.1,52.6,1
IT,5.15,69.5,62.6,7.1,6.2,7.0,4.4,6.2,2,3,2,1,0,72.0,39.6,72.3,56.8,51.1,1
AIML,7.25,77.0,71.4,4.8,7.8,7.2,6.9,4.3,3,1,0,0,0,68.0,60.5,48.4,72.1,46.0,0
AIML,7.81,79.4,56.3,8.4,5.8,5.4,6.5,7.7,0,2,2,1,4,75.0,41.3,80.7,55.4,32.1,0
MECH,9.24,78.7,81.9,8.4,6.6,10.0,7.9,4.0,1,2,1,3,0,67.8,91.3,80.1,56.6,70.5,1
MECH,6.67,59.0,69.8,6.5,5.8,1.9,4.9,3.4,2,1,2,0,0,63.8,17.0,52.6,54.9,33.7,0
IT,7.56,50.8,85.0,4.2,7.9,7.7,7.0,2.6,0,1,3,1,0,61.5,53.6,60.1,87.5,33.1,0
CIVIL,5.22,66.4,70.8,5.2,9.1,7.6,7.5,4.9,1,2,2,1,1,41.4,54.0,61.0,84.9,31.1,0
IT,4.57,78.7,62.2,6.6,7.9,7.2,4.1,7.3,0,1,4,2,0,54.2,38.2,67.1,67.4,41.9,0
IT,8.13,78.8,68.0,5.6,8.2,6.5,5.4,6.0,1,2,3,0,0,77.6,71.7,61.2,75.7,67.0,1
AIML,7.19,83.5,94.6,7.9,8.2,7.2,6.9,3.1,2,0,2,0,0,64.8,37.9,71.9,81.6,58.0,1
ECE,8.5,82.4,100.0,2.9,7.5,7.8,7.8,9.8,2,4,2,0,4,81.5,58.5,41.2,70.7,45.3,0
ECE,5.69,72.0,55.4,3.0,4.4,4.8,7.3,6.8,1,5,1,0,0,49.8,44.5,30.6,47.7,19.0,0
CSE,7.77,65.8,86.8,6.4,9.6,6.8,7.8,7.1,1,2,0,1,1,59.2,65.9,60.4,95.4,46.0,0
MECH,9.26,84.3,60.6,5.0,9.7,5.9,5.4,8.1,1,2,0,0,0,58.8,61.2,51.0,93.1,41.6,0
CSE,7.66,80.7,65.1,4.7,6.1,4.1,4.6,2.2,2,1,0,1,0,55.0,32.2,42.0,58.8,31.1,0
EEE,7.5,64.9,77.7,2.5,5.8,7.6,7.1,3.7,1,4,4,2,0,72.2,64.5,35.8,70.2,68.4,1
MECH,7.21,85.5,81.4,6.0,7.6,5.1,5.2,7.1,1,3,1,0,1,71.9,38.6,61.5,74.6,42.1,0
ECE,5.47,89.5,65.5,5.9,7.5,3.4,5.7,3.9,3,3,2,0,0,74.0,14.4,52.0,68.4,47.0,0
MECH,8.69,87.5,82.9,7.3,6.1,5.2,8.4,4.9,2,4,2,3,0,88.1,33.0,48.8,68.2,62.1,1
CSE,6.53,89.6,90.4,6.1,4.2,4.7,7.3,5.3,2,4,2,1,0,86.7,23.7,52.4,45.2,57.1,1
CSE,7.75,69.0,84.5,5.7,7.1,8.2,6.1,2.9,3,4,2,0,0,81.9,67.8,54.6,70.0,80.8,1
IT,5.48,88.2,62.4,8.4,7.5,6.5,6.0,4.8,1,3,1,0,0,62.3,49.2,82.4,79.5,47.0,0
ECE,5.9,76.1,69.2,3.4,7.8,8.8,7.9,7.3,2,4,3,3,0,70.0,69.1,39.5,86.2,67.0,1
CSE,8.78,100.0,86.4,7.1,7.1,4.9,7.3,7.0,1,4,4,0,0,87.6,44.8,62.9,64.6,66.4,1
MECH,6.82,88.7,95.2,2.7,6.0,7.9,5.2,7.7,0,2,2,2,0,52.1,64.9,42.9,69.7,36.0,0
IT,8.8,83.2,58.5,4.3,8.3,10.0,4.1,7.5,1,5,3,0,0,83.4,85.3,49.1,78.3,91.0,1
CSE,7.11,98.6,78.9,3.6,6.6,6.9,9.8,6.3,1,3,0,0,1,63.5,69.5,43.8,69.0,32.9,0
CIVIL,5.17,71.9,84.5,7.6,5.7,7.8,5.2,6.2,0,2,0,2,2,52.7,56.3,71.9,50.1,35.3,0
CSE,8.18,84.6,56.8,5.9,6.2,7.5,7.8,6.0,3,2,2,0,1,79.7,45.2,58.7,67.8,69.7,1
CSE,6.55,100.0,88.2,6.0,3.4,3.5,9.3,4.2,0,3,3,0,1,57.4,23.3,46.6,31.0,26.6,0
MECH,7.97,87.8,100.0,3.8,6.2,7.3,7.2,3.4,3,2,1,1,2,69.0,56.9,41.3,66.0,48.0,0
MECH,7.23,79.8,83.6,5.4,7.7,6.8,6.1,4.1,0,4,2,1,0,70.9,57.7,60.3,85.7,45.1,0
CIVIL,5.5,74.8,82.4,4.5,7.1,5.7,4.9,4.8,1,1,0,0,0,36.5,51.4,40.4,67.0,24.0,0
IT,7.38,66.4,65.2,6.8,9.2,4.5,4.8,4.2,1,4,4,1,0,93.1,27.6,58.2,94.5,65.2,1
DS,9.62,74.5,68.6,4.0,6.0,7.5,7.6,6.3,2,2,3,0,1,84.4,50.4,62.5,62.3,58.4,1
MECH,7.74,68.2,66.6,8.7,7.4,4.4,9.2,5.9,0,1,1,0,0,51.4,45.7,79.8,67.2,35.4,0
ECE,7.14,75.2,63.5,2.6,7.9,10.0,6.4,6.1,3,4,4,0,2,84.5,82.5,43.6,78.5,68.4,1
IT,8.38,76.7,71.9,4.4,10.0,6.4,6.2,6.2,2,1,0,3,1,55.7,54.2,43.5,95.1,53.6,1
ECE,7.43,89.9,79.0,9.4,6.8,3.9,8.0,7.9,2,4,2,0,0,82.4,33.1,89.9,74.3,63.1,1
EEE,7.43,73.1,63.9,5.1,4.6,5.2,6.0,5.5,0,2,0,1,0,42.3,43.0,59.9,45.4,29.4,0
CSE,6.0,70.8,70.5,3.4,8.0,5.7,7.4,7.5,1,4,1,0,0,54.9,43.6,34.1,82.6,34.5,0
CSE,7.46,88.6,79.1,6.4,9.9,10.0,7.1,6.5,3,1,1,0,0,67.8,74.3,79.0,89.5,70.5,1
DS,8.34,86.4,47.5,5.0,5.9,4.5,6.4,7.8,0,1,1,0,1,58.9,31.8,58.8,62.2,17.6,0
IT,6.28,75.1,87.3,4.3,8.0,6.0,7.0,8.7,0,4,4,1,0,72.0,65.2,32.1,79.2,50.3,1
CIVIL,8.77,85.2,77.8,3.8,8.7,5.2,9.6,6.7,1,1,1,0,4,60.2,55.9,46.8,87.3,25.9,0
EEE,7.1,74.9,77.9,10.0,8.3,7.1,7.9,5.7,3,4,1,1,4,89.1,64.6,88.9,83.1,51.6,1
CSE,6.22,75.4,90.0,5.5,6.7,5.2,8.6,5.7,1,4,2,3,0,63.9,41.1,63.7,67.4,52.2,1
CSE,8.3,96.6,87.2,2.1,5.2,4.0,5.6,4.6,1,1,2,0,1,63.2,36.8,19.7,53.7,30.4,0
ECE,6.88,76.3,82.9,9.0,6.4,5.8,8.6,4.5,1,2,4,1,0,77.3,35.2,87.8,64.6,71.7,1
MECH,8.04,73.1,78.6,7.2,7.3,5.6,8.0,7.3,3,1,2,0,1,76.9,53.0,56.7,68.0,53.6,1
IT,6.88,78.2,74.9,4.5,8.1,5.1,4.8,3.6,0,2,3,0,1,61.3,38.7,53.7,70.2,32.3,0
CIVIL,7.13,54.4,67.4,4.1,7.1,5.2,7.8,8.7,0,2,1,0,2,62.3,41.5,43.9,68.8,21.7,0
ECE,7.74,76.0,62.5,7.3,5.8,8.5,6.2,5.2,0,3,1,1,0,59.8,68.4,84.7,56.7,50.9,1
DS,7.52,81.1,80.0,5.5,7.5,5.6,4.7,10.0,0,5,1,0,2,57.9,43.3,50.2,54.2,31.8,0
IT,5.0,100.0,80.1,2.1,8.0,4.0,7.2,4.1,1,1,1,1,2,40.8,38.8,26.8,79.7,1.0,0
MECH,5.97,79.1,76.8,9.6,7.2,5.3,7.8,6.0,0,2,1,0,1,59.4,55.3,97.9,85.7,36.7,0
MECH,8.22,83.3,57.5,5.1,5.0,6.3,7.2,4.8,1,3,2,1,0,69.0,57.3,53.5,56.3,56.4,1
EEE,7.05,82.2,40.5,9.0,6.2,3.7,6.8,3.9,1,1,1,1,1,58.2,29.8,82.3,61.4,33.8,0
CSE,6.62,100.0,75.7,8.6,8.2,9.3,6.5,7.6,1,3,4,0,1,75.3,65.8,91.9,75.5,68.8,1
ECE,5.71,90.0,51.2,4.0,4.0,7.8,10.0,3.3,3,2,4,1,4,78.5,63.1,36.8,35.9,39.0,0
IT,6.01,60.6,79.1,8.1,2.7,8.9,5.2,4.1,0,4,2,0,0,75.9,70.7,78.7,35.1,50.8,1
CSE,4.98,92.7,100.0,4.7,9.2,6.9,8.3,6.7,1,3,2,0,0,65.9,62.2,59.4,93.8,47.7,0
CSE,7.09,66.7,79.3,2.3,7.4,2.2,7.0,7.0,0,2,1,2,1,47.4,12.6,8.2,66.4,6.3,0
CSE,6.54,70.2,69.3,5.2,7.6,9.1,5.7,2.7,1,3,1,0,0,57.4,65.8,67.3,79.8,50.4,1
CSE,6.14,62.4,61.4,6.8,4.6,4.6,6.9,6.7,2,4,4,2,1,88.0,38.9,59.4,53.0,49.9,0
AIML,7.13,99.9,67.5,5.1,7.8,4.7,4.9,5.8,2,4,0,0,0,65.0,45.1,64.4,71.3,42.9,0
IT,7.6,92.2,74.5,5.4,7.0,6.5,6.1,3.7,1,2,1,0,1,57.0,53.2,59.1,67.3,33.7,0
EEE,9.5,92.8,88.9,8.3,3.6,8.8,6.9,3.9,2,2,1,0,1,80.4,78.3,78.3,41.3,65.0,1
CSE,5.54,90.4,76.8,6.2,9.1,8.2,4.7,1.4,2,2,2,1,1,71.0,55.4,73.0,89.6,51.1,1
EEE,8.48,86.3,71.2,4.3,6.8,7.9,7.8,8.9,0,2,1,0,1,54.6,67.2,60.4,62.3,36.6,0
EEE,8.27,74.2,83.7,7.4,5.8,5.6,5.6,7.5,0,2,3,0,2,69.9,34.6,74.7,61.0,34.3,0
CSE,6.34,80.5,94.2,6.4,5.8,5.6,4.8,2.9,1,3,1,1,2,59.8,66.0,59.2,57.6,39.9,0
EEE,7.42,71.8,79.1,1.0,2.9,6.9,5.4,7.1,3,0,4,0,0,73.6,65.6,31.4,37.9,39.1,0
ECE,6.7,67.8,77.5,6.9,7.6,6.0,10.0,4.4,1,2,4,2,1,78.8,50.7,60.3,82.7,51.6,1
MECH,7.4,70.3,53.4,6.8,7.0,7.9,4.0,7.3,0,1,3,1,0,56.8,50.3,77.5,67.1,38.4,0
CIVIL,8.86,100.0,57.3,6.0,6.2,7.8,7.7,4.5,2,1,2,1,0,72.6,51.2,47.0,68.5,70.3,1
CSE,7.87,73.4,55.6,7.8,8.8,7.3,5.9,4.8,0,2,0,2,2,60.6,73.8,77.7,76.0,36.5,0
ECE,7.76,90.0,72.5,4.7,4.0,1.4,6.5,4.9,1,3,4,0,1,76.7,1.9,36.1,40.3,32.2,0
CIVIL,6.73,100.0,64.2,6.7,5.4,6.4,7.9,4.2,0,5,3,0,0,82.2,55.5,56.7,50.9,56.6,1
MECH,5.57,87.4,68.6,2.9,5.0,6.0,7.8,8.3,0,2,1,0,1,44.4,62.5,44.0,49.2,9.9,0
AIML,6.97,68.5,64.0,6.8,6.0,6.5,6.0,7.3,1,2,2,0,1,74.3,53.0,52.5,56.6,44.8,0
CIVIL,8.53,69.2,65.1,9.9,6.6,4.8,5.0,5.7,1,4,0,0,2,74.4,28.6,98.5,57.0,49.8,0
CSE,5.52,79.4,50.9,4.0,7.3,3.7,7.9,7.5,0,1,2,1,0,47.6,15.3,28.7,79.1,20.2,0
CSE,6.04,100.0,77.9,4.5,5.9,7.1,7.8,2.2,2,1,0,1,1,52.8,59.7,57.4,65.2,34.7,0
CIVIL,7.34,95.1,84.1,4.6,4.9,5.5,6.6,3.0,0,2,2,0,0,61.9,35.4,42.2,47.2,29.8,0
CSE,6.12,84.4,75.9,6.3,9.5,7.3,7.7,6.4,1,2,2,0,0,62.8,58.4,51.0,79.6,49.0,0
MECH,6.33,75.5,79.7,3.9,10.0,4.9,6.3,7.0,1,3,1,0,0,61.6,30.9,37.7,93.3,48.6,0
AIML,6.73,82.6,81.0,6.8,6.8,8.9,5.8,6.1,2,4,4,0,0,85.5,66.3,76.5,66.3,80.1,1
MECH,5.7,80.3,80.5,7.7,5.1,8.1,7.0,1.7,2,2,3,1,1,72.9,60.3,71.5,61.4,50.0,1
ECE,6.13,80.2,86.0,7.1,9.2,6.8,7.8,3.4,0,2,2,1,1,49.2,52.0,71.9,86.8,43.2,0
CIVIL,7.97,67.5,90.5,2.5,3.9,5.8,7.5,6.3,0,1,4,0,0,59.5,40.4,36.1,48.4,31.7,0
EEE,5.76,67.3,95.5,8.0,5.9,7.8,7.8,10.0,2,2,3,2,0,69.8,64.8,90.0,57.8,62.1,1
MECH,5.44,81.9,50.0,7.9,5.2,6.9,5.9,7.9,1,4,2,1,0,71.2,63.5,77.3,56.5,59.8,1
AIML,6.51,64.1,81.1,7.7,4.4,6.7,9.4,8.7,1,2,1,1,0,65.3,50.3,82.7,53.9,41.4,0
ECE,8.01,70.5,59.3,6.7,6.0,8.2,6.5,6.2,0,1,2,0,0,62.3,67.5,76.3,63.9,45.7,0
DS,6.98,78.4,93.3,6.4,4.9,8.9,6.8,6.2,3,2,3,0,0,85.7,63.8,68.7,45.6,71.9,1
AIML,6.69,82.0,75.9,8.1,6.5,3.8,5.0,3.4,3,2,2,1,2,79.4,18.0,80.2,61.5,42.0,0
CSE,7.25,91.4,78.6,9.8,6.5,4.2,6.7,7.4,0,3,2,3,2,70.0,36.8,93.4,69.2,44.3,0
CSE,5.28,63.0,76.5,4.1,5.4,4.7,7.8,5.4,1,2,4,1,0,57.4,44.8,41.0,46.8,40.4,0
CSE,7.74,63.0,77.7,8.2,5.8,3.3,8.1,6.9,2,3,0,0,0,61.7,11.5,76.9,65.4,42.0,0
CSE,7.62,93.7,96.4,5.8,6.1,6.1,9.3,5.6,1,3,0,0,1,52.6,47.9,60.7,56.8,33.1,0
CSE,6.75,98.1,91.1,5.7,8.0,7.3,7.8,6.1,1,3,3,1,2,68.2,62.2,64.4,71.3,52.3,1
CIVIL,8.31,65.5,95.9,2.9,6.2,6.2,7.4,5.3,1,4,0,1,0,65.6,51.6,48.9,60.3,43.8,0
CSE,5.96,67.9,72.5,5.4,8.0,5.2,6.3,5.9,0,4,1,0,3,49.6,36.8,48.2,74.1,26.2,0
ECE,8.44,84.5,47.4,4.0,7.6,8.3,6.0,7.5,2,1,4,2,0,73.7,67.1,50.5,75.1,73.2,1
IT,7.37,78.6,84.7,5.1,7.5,6.5,8.5,3.0,1,3,2,1,1,65.3,59.1,53.7,77.8,49.5,0
CSE,6.83,78.7,60.5,3.8,9.0,6.9,8.4,2.5,1,3,2,2,0,69.4,47.9,49.7,89.8,60.0,1
IT,7.18,68.6,70.3,5.1,4.5,8.4,5.4,6.4,0,1,2,1,3,52.7,79.6,54.4,39.9,31.9,0
ECE,7.08,86.6,74.2,5.2,5.6,6.0,8.1,8.4,2,4,1,1,0,72.4,36.6,49.5,66.2,52.0,1
CSE,8.54,75.2,75.0,6.2,9.7,10.0,8.0,8.9,2,1,2,0,1,74.6,87.2,69.1,95.4,65.6,1
CIVIL,6.02,74.8,83.4,2.8,6.0,5.3,5.3,3.1,1,3,2,1,0,64.6,43.2,36.2,65.2,42.7,0
CIVIL,6.36,64.4,63.0,3.1,1.4,10.0,7.8,4.7,3,1,1,2,0,59.1,75.9,41.7,6.9,47.6,0
AIML,8.34,87.5,83.1,6.7,6.1,4.3,5.4,2.5,0,3,3,2,1,65.0,20.0,43.9,63.8,39.2,0
IT,6.54,73.7,72.5,4.4,6.7,7.2,3.4,4.4,2,1,1,0,4,56.6,67.0,42.9,60.6,20.4,0
IT,8.19,77.5,100.0,8.1,1.8,5.0,6.8,7.7,1,2,0,1,4,70.3,32.4,85.1,27.4,14.6,0
ECE,9.07,92.3,54.3,6.5,8.9,8.3,7.4,5.5,0,1,1,3,2,61.4,66.4,79.1,98.2,45.9,0
CSE,6.76,65.4,76.7,7.2,5.2,5.3,6.8,4.8,0,2,1,1,2,55.5,46.1,64.8,46.8,31.4,0
IT,7.95,77.0,83.0,8.8,7.1,6.8,10.0,6.6,1,5,4,0,4,97.2,73.1,96.7,79.0,64.2,1
IT,5.93,59.3,69.7,5.4,6.1,5.0,7.6,3.9,2,1,1,2,0,46.3,36.9,50.7,58.8,29.4,0
DS,8.03,71.7,67.5,4.9,4.2,8.0,7.2,8.7,2,2,0,0,0,51.9,64.3,44.0,33.6,46.3,0
EEE,7.42,93.5,92.2,7.7,4.6,5.0,7.6,5.5,1,3,1,0,0,72.6,42.9,69.7,54.4,50.3,1
ECE,7.72,59.5,85.9,7.0,4.8,9.4,6.3,4.7,0,1,2,1,0,65.3,76.1,80.0,60.6,57.1,1
IT,6.49,80.8,64.6,5.6,8.5,4.3,8.4,6.7,3,1,1,0,3,61.1,28.4,49.7,97.1,33.4,0
ECE,5.37,97.2,55.7,8.8,6.2,3.6,7.5,7.4,1,1,0,0,1,50.0,41.0,81.8,65.5,25.8,0
AIML,7.75,84.6,82.6,5.6,5.6,8.0,7.5,8.7,1,3,2,1,1,73.3,60.4,62.5,48.9,47.7,0
AIML,4.93,71.0,79.2,6.1,4.8,5.1,6.1,5.1,2,4,3,1,2,83.2,44.4,56.7,48.2,40.0,0
EEE,6.85,64.7,82.4,6.0,8.7,6.2,4.7,7.7,0,4,3,2,3,70.1,47.8,66.1,81.9,43.3,0
IT,8.24,54.8,73.3,4.1,9.1,5.6,6.2,5.7,1,5,3,1,1,85.9,39.9,52.8,95.0,46.5,0
IT,7.41,96.7,86.2,6.2,8.6,3.7,7.4,4.3,0,3,1,2,2,68.9,38.0,57.9,85.0,38.6,0
CSE,9.34,72.9,95.8,8.8,7.4,6.1,6.3,3.9,0,5,2,1,0,83.6,50.5,86.6,60.4,62.9,1
AIML,8.33,56.4,94.9,6.9,7.0,8.6,7.4,3.3,2,2,2,0,0,77.4,51.4,62.1,74.4,69.8,1
MECH,6.48,65.7,64.4,6.1,4.3,8.1,6.7,4.0,0,2,0,1,0,40.5,67.2,74.4,45.9,27.0,0
IT,7.23,65.1,100.0,5.7,6.1,6.6,7.6,7.7,1,2,1,1,0,54.0,48.1,55.0,67.6,40.3,0
ECE,7.15,72.1,83.6,6.7,5.3,8.3,5.5,6.9,0,0,0,1,0,46.3,53.8,63.9,54.4,28.8,0
AIML,5.46,100.0,56.5,7.5,3.2,4.2,7.3,3.0,1,4,0,0,2,64.8,41.1,74.6,40.3,17.1,0
